threshold,precision,recall,f1,accuracy
0.0,0.16932509680988383,1.0,0.28961166962349694,0.16932509680988383
0.01,0.22761750808256653,0.9967329158725837,0.3706028243154325,0.4267471879033745
0.02,0.26278378182345685,0.9863871494690988,0.4150057273768614,0.529135165037802
0.03,0.28880837359098227,0.97658589708685,0.44578388119057977,0.5888345933984879
0.04,0.3119249978095155,0.9692349578001633,0.4719607583189712,0.6327678406785912
0.05,0.33095282841571133,0.9588891913966785,0.4920712539294446,0.6648073022312373
0.06,0.34779148428173495,0.9518105091206098,0.5094353369763206,0.6896090724691131
0.07,0.36311208975568837,0.9428260277702151,0.5242997728993187,0.7103079476304628
0.08,0.37648221343873517,0.9335692894092023,0.5365777325717862,0.7269500276599669
0.09,0.39172158631055615,0.9224067519738633,0.5499107287777958,0.7443297068043518
0.1,0.4051672099480864,0.9136945276340865,0.5613917698226831,0.7582518900977319
0.11,0.417643352236925,0.9022597331881296,0.5709855272226051,0.7704222754932694
0.12,0.428815564611542,0.8881023686359923,0.5783687943262411,0.7807486631016043
0.13,0.4398851046368486,0.8755785461475633,0.58557902403496,0.7901530518163378
0.14,0.45028328611898016,0.8655050367546965,0.5923786452995434,0.7983127420247096
0.15,0.4606114050558495,0.8532534712768853,0.5982628615061564,0.8059653328416005
0.16,0.46929157798723015,0.8404573917778383,0.6022827041264267,0.8120505255393694
0.17,0.47790533102689103,0.8273890552681732,0.6058612440191388,0.8177208187350176
0.18,0.48756704046806437,0.8167710318540703,0.6106248727864848,0.823621611654066
0.19,0.49589958158995817,0.8066975224612034,0.6142205638474295,0.8284160059007929
0.2,0.5038947550631816,0.7925401579090662,0.6160846560846561,0.8327494007007191
0.21,0.5124663677130045,0.7778382793356929,0.6178633217993079,0.8370827955006453
0.22,0.5213928505278755,0.7664034848897359,0.6205908289241623,0.8413239904112115
0.23,0.5322085889570553,0.755785461475633,0.6245921925975926,0.8461644846026185
0.24,0.5409674234945706,0.7459842090933841,0.6271457999542229,0.8498063802323437
0.25,0.5472120472120472,0.732099101551865,0.6262955630604402,0.8520652775216669
0.26,0.5540484140233722,0.7228423631908522,0.6272888363851152,0.8545546745343906
0.27,0.5634288175748439,0.7122243397767493,0.6291486291486291,0.8578277706066753
0.28,0.5704772475027747,0.6997005172883202,0.6285155294693079,0.8599483680619583
0.29,0.5788509956511788,0.6885379798529813,0.6289480228798806,0.862437765074682
0.3,0.5886792452830188,0.6795534985025864,0.6308606091242259,0.8653420615895261
0.31,0.5956043956043956,0.6640348488973591,0.6279608650875386,0.8667711598746082
0.32,0.6021180030257186,0.6501497413558399,0.6252127241785574,0.86801585838097
0.33,0.6090460098778269,0.6378981758780289,0.6231382978723404,0.8693527567766919
0.34,0.6142512724350389,0.6242853253471277,0.6192276532541183,0.8699981560022128
0.35,0.6204339467179346,0.6150285869861148,0.6177194421657096,0.8711045546745344
