threshold,precision,recall,f1,accuracy
0.0,0.16932509680988383,1.0,0.28961166962349694,0.16932509680988383
0.01,0.1922787520981652,0.9044377892730738,0.31713603818615754,0.3404941914069703
0.02,0.21695988740323716,0.8393683637353662,0.34479673432869207,0.4598469481836622
0.03,0.23596605744125326,0.7873672747073237,0.3631113064222487,0.5323160612207265
0.04,0.25031951798429797,0.7465287231146202,0.3749230874410337,0.578508205790153
0.05,0.26248116524359616,0.7114075687448952,0.38347519812151454,0.6126682647980822
0.06,0.27229282067991745,0.6825483256193847,0.3892857142857143,0.6373778351465978
0.07,0.2796352583586626,0.651238769398312,0.3912652326817699,0.6568781117462659
0.08,0.284472049689441,0.6234685543152736,0.3906849782478888,0.6707080951502858
0.09,0.2880977404098791,0.5970596242853253,0.3886575099689854,0.681956481652222
0.1,0.29126347802045893,0.5736455213721753,0.38635738516549006,0.6914530702563156
0.11,0.2952008119472234,0.5543152736182957,0.38524124881740773,0.7004425594689286
0.12,0.2950844390832328,0.5328069697794718,0.37981562348374576,0.7053752535496958
0.13,0.2950535601764335,0.5099373808875578,0.3738149885240994,0.7107228471325835
0.14,0.29561389205935107,0.4936019602504764,0.36977360799510506,0.7151023418771898
0.15,0.2957508041306924,0.4756329975496869,0.36471816283924846,0.719435736677116
0.16,0.294562730951962,0.4557582357745712,0.35784523300555793,0.7230315323621611
0.17,0.29435264209188305,0.44132861421181596,0.3531590413943355,0.7262585284897658
0.18,0.2919243020423459,0.42417642254288046,0.3458379578246393,0.7282869260556888
0.19,0.2907403827566209,0.4094745439695072,0.34004069635993667,0.7308685229577725
0.2,0.2889287136598965,0.395044922406752,0.3337550316273721,0.7329430204683755
0.21,0.2861230329041488,0.38115981486523276,0.3268736866682232,0.7341877189747372
0.22,0.2832006702974445,0.36809147835556766,0.3201136498165029,0.7352480177023788
0.23,0.28202368137782563,0.3566566839096107,0.31497956239480646,0.7373225152129818
0.24,0.27883762200532386,0.3422270623468554,0.3072973964063073,0.7387516134980638
0.25,0.27547084184252324,0.33052001089028044,0.3004950495049505,0.7394431126682648
0.26,0.27340823970037453,0.31799618840185134,0.29402139710509756,0.7414254102895077
0.27,0.27030913012221425,0.3071059079771304,0.287535049706857,0.742301309238429
0.28,0.266388411490302,0.2953988565205554,0.2801445907565195,0.7429467084639498
