threshold,precision,recall,f1,accuracy
0.3,0.04017857142857143,0.093111897631364,0.05613459171112023,0.46980453623455654
0.31,0.038894817976995136,0.08930029948271168,0.05418800594746407,0.4721556334132399
0.32,0.037232132168083326,0.08467193030220528,0.051721270580409116,0.47427623086852294
0.33,0.03662516620331198,0.08249387421726109,0.050728277247614265,0.4772266273280472
0.34,0.03496332518337408,0.0778655050367547,0.048257825023200876,0.4799465240641711
0.35,0.03346092110137054,0.07378164987748434,0.04604145429833503,0.4822976212428545
0.36,0.032623583613497695,0.07133133678192213,0.04477101845522898,0.4846026184768578
0.37,0.031654314784574804,0.0686087666757419,0.04332129963898917,0.48690761571086116
0.38,0.030603174603174604,0.06561393955894364,0.04173882923449948,0.4898580121703854
0.39,0.02879177377892031,0.06098557037843724,0.039116388719112896,0.4926701087958694
0.4,0.027665930640342902,0.057990743261638986,0.03746042912416461,0.49539000553199336
0.41,0.02714754098360656,0.05635720119793085,0.03664365374402549,0.4982482021021575
0.42,0.025868930750862298,0.053090117070514566,0.034787262510034785,0.5011524986170016
0.43,0.02441642071371076,0.04955077593248026,0.03271322009526377,0.5038262954084455
0.44,0.02358362699918677,0.04737271984753608,0.031490362863089316,0.5065922920892495
0.45,0.02269930261178723,0.04519466376259189,0.03022028035681777,0.5088511893785728
0.46,0.022222222222222223,0.04383337870950177,0.029492581058801978,0.5115249861700166
0.47,0.021617852161785217,0.04219983664579363,0.02858987365120354,0.5144292826848608
0.48,0.020985915492957745,0.04056629458208549,0.027661746959992572,0.5171030794763046
0.49,0.02036166880250605,0.03893275251837735,0.026738967838444278,0.5200995758805089
0.5,0.020226653277865443,0.0383882384971413,0.02649379932356257,0.5223123732251521
0.51,0.019297736506094024,0.03621018241219712,0.025177472787505917,0.5252166697399964
0.52,0.018502202643171806,0.03430438333787095,0.024038920156443766,0.5283514659782408
0.53,0.01794187425860024,0.032943098284780835,0.023231256599788808,0.5309330628803245
0.54,0.01755438859714929,0.03185407024230874,0.022634939059779455,0.5342061589526093
0.55,0.0167427701674277,0.029948271167982574,0.021478082592990336,0.5379402544716946
0.56,0.01616877117339082,0.02858698611489246,0.020655060489820007,0.5409828508205791
0.57,0.015394184419219406,0.026953444051184317,0.019596199524940617,0.5433339479992624
0.58,0.014803149606299212,0.0255921589980942,0.018756859223785293,0.5466070440715471
0.59,0.013733631427658896,0.023414102913150013,0.01731253145445395,0.5499262400885119
0.6,0.01294707881534229,0.021780560849441872,0.016240357287860333,0.5531993361607966
0.61,0.012942332896461337,0.02150830383882385,0.016160376393576762,0.5565646321224414
0.62,0.012306668884084484,0.020147018785733734,0.015279785257072062,0.5602987276415269
0.63,0.011311835218639203,0.018241219711407568,0.013964151729887454,0.5638023234372119
0.64,0.010643776824034334,0.016879934658317452,0.013055380080016846,0.5678591185690577
0.65,0.010262654374673856,0.016063163626463383,0.012523880280195288,0.5710861146966624
0.66,0.009537265983751325,0.014701878573373264,0.01156936261381896,0.5746358104370275
0.67,0.009129967776584319,0.013885107541519195,0.011016308456636786,0.5778628065646321
0.68,0.00909587047480444,0.013612850530901171,0.010905125408942203,0.5818735017517979
0.69,0.008851189378572745,0.013068336509665124,0.010554089709762533,0.5851004978794025
0.7,0.007853403141361256,0.011434794445956983,0.009311606252078483,0.5880047943942467
0.71,0.00798175598631699,0.011434794445956983,0.009401231113598208,0.5919693896367324
0.72,0.007360061979469301,0.010345766403484889,0.008601177003168854,0.5961644846026185
0.73,0.007313698359359557,0.010073509392866867,0.00847457627118644,0.6008666789599852
0.74,0.0072507552870090634,0.009801252382248844,0.008335262792313036,0.6051078738705513
0.75,0.006766454787779373,0.008984481350394773,0.0077192982456140355,0.6088880693343168
0.76,0.00630119722747322,0.008167710318540702,0.007114062129475931,0.6139590632491241
0.77,0.005397236614853195,0.006806425265450586,0.006020469596628537,0.619444956666052
0.78,0.005312084993359893,0.006534168254832562,0.005860090343059456,0.6246081504702194
0.79,0.005229649840836744,0.0062619112442145386,0.005699417668194771,0.6300479439424672
0.8,0.005137786081270434,0.005989654233596515,0.005531112507856694,0.6353033376359949
0.81,0.00528084493518963,0.005989654233596515,0.005612960836841434,0.6406509312188825
0.82,0.004462072384729797,0.004900626191124422,0.004671078240560529,0.6463673243592107
0.83,0.003849114703618168,0.004083855159270351,0.003963011889035667,0.6524064171122995
0.84,0.003441885093989939,0.0035393411380343046,0.00348993288590604,0.6577540106951871
0.85,0.0030555555555555557,0.0029948271167982575,0.003024886566753747,0.6657293011248386
0.86,0.003185635679119606,0.0029948271167982575,0.0030872859949480774,0.6725059929928084
0.87,0.0030257186081694403,0.002722570106180234,0.002866150759529951,0.6792365849160981
0.88,0.003183699458771092,0.002722570106180234,0.0029351335485764602,0.686796975843629
0.89,0.0030010003334444814,0.002450313095562211,0.002697841726618705,0.6932509680988382
0.9,0.0028540849090260435,0.0021780560849441874,0.0024706609017912293,0.7021943573667712
0.91,0.0023103581055063534,0.0016335420637081405,0.0019138755980861245,0.7115065461921446
0.92,0.0016632016632016633,0.0010890280424720937,0.0013162224415926291,0.720173335791997
0.93,0.001402524544179523,0.0008167710318540703,0.0010323468685478321,0.7323437211875345
0.94,0.001597444089456869,0.0008167710318540703,0.0010808863267879661,0.7443758067490319
0.95,0.0019267822736030828,0.0008167710318540703,0.001147227533460803,0.7591738889913332
0.96,0.001638001638001638,0.0005445140212360468,0.0008173273395995096,0.7745712705144754
0.97,0.0022935779816513763,0.0005445140212360468,0.0008800880088008801,0.7906601512078185
0.98,0.002178649237472767,0.0002722570106180234,0.000484027105517909,0.8096072284713258
0.99,0.0,0.0,0.0,0.8261110086667895
1.0,0.0,0.0,0.0,0.8306749031901162
